,0,0,0,0,0,0,0,0,2,2,text
,0,0,3,0,2,0,32,14,1,179,text
,0,0,0,0,0,0,0,0,3,2,text
,0,0,3,1,0,2,56,25,1,322,text
,0,0,0,0,0,0,0,0,3,2,text
,0,0,1,1,0,0,9,3,1,48,text
,0,0,0,0,0,0,0,0,3,2,text
,0,0,0,0,0,1,1,0,1,7,text
,0,0,0,0,0,0,0,0,3,5,text
,0,0,2,0,0,1,22,10,1,127,text
,0,0,0,0,0,0,0,0,3,2,text
,0,0,0,0,0,0,1,0,1,2,text
,0,0,0,0,0,0,0,0,3,5,text
,0,0,3,1,0,0,27,12,1,143,text
,0,0,0,0,0,0,0,0,3,2,text
,0,0,1,0,0,0,18,10,1,101,text
,0,0,0,0,0,0,0,0,3,2,text
,0,0,1,1,0,0,6,1,1,38,text
,0,0,0,0,0,0,0,0,3,2,text
,0,0,1,0,0,0,1,0,1,6,text
,0,0,0,0,0,0,0,0,3,5,text
,0,0,0,0,0,1,8,4,1,42,text
,0,0,0,0,0,0,0,0,3,2,text
,0,0,2,0,0,2,14,4,2,93,text
,0,0,3,0,0,3,10,0,1,78,text
,0,0,0,0,0,0,0,0,3,2,text
,0,0,1,1,0,0,6,0,2,39,text
,0,0,3,0,0,3,10,0,1,67,text
,0,0,0,0,0,0,0,0,3,2,text
,0,0,1,1,0,0,6,0,2,41,text
,0,0,3,0,0,3,10,0,1,70,text
,0,0,0,0,0,0,0,0,3,5,text
,0,0,2,1,1,0,18,8,1,99,text
,0,0,0,0,0,0,2,0,1,9,text
,0,0,0,0,1,0,9,6,1,49,text
,0,0,0,0,0,0,0,0,3,5,text
,0,0,0,1,0,1,63,26,1,335,text
,0,0,0,0,0,0,0,0,3,2,text
,0,0,0,0,0,1,2,1,1,11,text
,0,0,0,0,0,0,0,0,3,2,text
group,0,0,8,0,19,3,20,0,2,182,code
group,0,0,0,0,0,0,0,0,3,2,code
,0,0,0,0,0,1,2,0,1,17,text
,0,0,0,0,0,0,0,0,3,2,text
group,0,0,0,0,10,4,6,0,2,75,code
group,0,0,0,0,0,0,0,0,3,2,code
,0,0,0,1,2,1,8,4,1,57,text
,0,0,0,0,0,0,0,0,3,2,text
group,0,0,1,2,0,1,14,2,7,110,text
group,0,0,0,0,0,0,0,0,3,5,text
,0,0,1,1,0,0,17,7,1,94,text
,0,0,0,0,0,0,1,1,1,3,text
,1,0,2,0,0,1,15,6,1,88,text
,0,0,0,0,0,0,0,0,3,2,text
,0,0,0,1,0,0,16,7,1,82,text
,0,0,0,0,0,0,0,0,3,2,text
group,0,0,0,0,2,2,7,1,4,44,code
group,0,0,0,0,0,0,0,0,3,2,code
,0,0,0,0,0,0,10,4,1,45,text
,0,0,0,0,0,0,0,0,3,2,text
group,15,0,8,0,14,9,44,7,6,452,text
group,0,0,0,0,0,0,0,0,3,2,text
,0,0,1,1,0,1,8,3,1,51,text
,0,0,0,0,0,0,0,0,3,2,text
,0,0,1,0,0,1,22,13,1,108,text
,0,0,0,0,0,0,0,0,3,2,text
,0,0,3,2,0,1,48,24,1,250,text
,0,0,0,0,0,0,0,0,3,2,text
,0,0,2,3,0,4,32,15,1,218,text
,0,0,0,0,0,0,0,0,3,2,text
group,0,0,33,9,26,2,111,4,28,1058,text
group,0,0,0,0,0,0,0,0,3,5,text
,0,0,6,2,0,1,46,23,1,249,text
,0,0,0,0,0,0,0,0,3,2,text
group,0,0,4,0,8,2,8,0,3,72,text
group,0,0,0,0,0,0,0,0,3,2,text
,0,0,3,3,5,2,30,10,1,167,text
,0,0,0,0,0,0,0,0,3,2,text
group,0,0,4,0,8,2,8,0,3,72,text
group,0,0,0,0,0,0,0,0,3,2,text
,0,0,1,2,0,1,13,5,1,69,text
,0,0,0,0,0,0,0,0,3,2,text
group,0,0,18,0,26,5,22,0,7,223,text
group,0,0,0,0,0,0,0,0,3,5,text
,0,0,0,2,0,1,16,7,1,85,text
,0,0,0,0,0,0,0,0,3,2,text
,0,0,0,0,0,0,6,4,1,25,text
,0,0,1,0,0,0,1,0,1,19,text
,1,0,1,0,0,0,12,8,1,89,text
,0,0,0,1,0,0,1,0,1,4,text
,0,0,0,0,0,0,1,0,1,6,text
,0,0,1,0,0,0,1,0,1,10,text
,1,0,2,0,4,0,32,14,1,202,text
,0,0,0,0,0,0,0,0,3,5,text
group,4,0,8,0,19,5,20,0,4,188,code
group,0,0,0,0,0,0,0,0,3,2,code
,0,0,0,0,2,1,17,7,1,113,text
,0,0,0,0,0,0,0,0,3,5,text
,0,0,1,3,0,1,39,18,1,217,text
,0,0,0,0,0,0,0,0,3,2,text
group,0,0,4,1,5,0,7,1,3,66,code
group,0,0,0,0,0,0,0,0,3,2,code
,0,0,0,1,0,0,26,15,1,133,text
group,0,0,1,0,0,0,4,0,1,18,text
,1,0,0,0,0,0,3,2,1,14,text
,0,0,1,0,0,0,1,0,1,9,text
,1,0,0,0,0,0,1,0,1,12,text
,0,0,1,0,0,0,1,0,1,12,text
,0,0,2,2,0,0,36,17,1,194,text
,0,0,1,0,0,0,1,0,1,9,text
,1,0,8,7,4,0,90,48,1,500,text
,0,0,0,0,0,0,0,0,3,2,text
,0,0,5,1,0,0,46,27,1,279,text
group,0,0,1,0,0,0,3,0,1,40,code
,1,0,5,2,2,0,72,42,1,411,text
,0,0,0,0,0,0,0,0,3,2,text
,0,0,5,3,2,7,35,17,3,206,text
group,0,0,1,0,2,0,3,1,1,21,code
,1,0,0,0,0,1,4,2,2,25,text
,0,0,4,0,0,5,7,0,1,50,text
,0,0,0,0,0,0,0,0,3,2,text
,0,0,0,0,0,0,2,2,1,10,text
,0,0,1,0,0,0,1,0,1,24,text
,1,0,3,0,0,5,32,15,1,184,text
,0,0,1,0,0,0,1,0,1,9,text
,1,0,0,0,0,0,1,1,1,5,text
,0,0,1,0,0,0,1,0,1,13,text
,1,0,0,1,0,0,4,1,1,24,text
,0,0,0,0,0,0,0,0,3,2,text
,0,0,4,2,0,0,35,16,1,229,text
,0,0,0,0,0,0,0,0,3,2,text
group,0,1,5,1,7,3,16,2,3,146,code
group,0,0,0,0,0,0,0,0,3,2,code
,0,0,1,1,0,1,22,12,1,117,text
,0,0,1,0,0,0,1,0,1,15,text
,1,0,3,2,2,0,21,11,1,141,text
,0,0,0,0,0,0,0,0,3,2,text
,0,0,0,1,0,1,11,6,1,68,text
,0,0,0,0,0,0,0,0,3,2,text
group,260,41,115,58,77,72,568,188,72,4136,text
group,0,0,0,0,0,0,0,0,3,2,text
,0,0,3,3,0,0,62,32,1,330,text
,0,0,0,0,0,0,0,0,3,2,text
,0,0,0,0,0,0,11,5,1,59,text
,0,0,1,0,0,0,1,0,1,8,text
,0,0,2,2,0,0,24,10,1,137,text
,0,0,0,0,0,0,0,0,3,5,text
,0,0,0,0,0,0,5,3,1,20,text
,0,0,0,0,0,0,1,0,1,5,text
,1,0,0,0,0,0,1,0,1,7,text
,0,0,0,0,0,0,0,0,3,2,text
group,82,0,9,3,38,15,46,2,13,376,code
group,0,0,0,0,0,0,0,0,3,2,code
,0,0,1,0,0,0,8,7,1,40,text
,0,0,0,0,0,0,0,0,3,2,text
group,0,0,2,0,34,17,18,0,18,208,text
group,0,0,0,0,0,0,0,0,3,2,text
,0,0,1,0,0,0,3,1,1,27,text
,0,0,0,0,0,0,2,0,1,19,text
,0,0,0,0,0,0,0,0,1,1,text
,0,0,0,0,0,0,0,0,3,2,text
group,107,0,2,4,34,15,38,1,13,358,code
group,0,0,0,0,0,0,0,0,3,2,code
,0,0,0,0,0,1,17,10,1,89,text
,0,0,0,0,0,0,0,0,3,5,text
,0,0,1,1,0,0,14,5,1,86,text
,0,0,0,0,0,0,0,0,3,2,text
,0,0,1,0,0,1,22,10,1,115,text
,0,0,1,0,0,0,1,0,1,14,text
,1,0,1,1,0,0,13,7,2,80,text
,0,0,0,0,0,0,0,0,3,5,text
,0,0,3,1,0,4,32,17,1,163,text
,0,0,0,0,0,0,0,0,3,5,text
,0,0,0,1,0,1,7,3,1,45,text
,0,0,0,0,0,0,12,3,1,84,text
,0,0,0,0,0,0,0,0,3,2,text
,0,0,0,1,0,1,1,0,1,4,text
,0,0,0,0,0,0,0,0,3,2,text
group,16,0,8,0,19,5,20,0,4,199,code
group,0,0,0,0,0,0,0,0,3,5,code
,0,0,0,1,0,0,22,10,1,118,text
,0,0,0,0,0,0,0,0,3,2,text
,0,0,4,3,4,1,44,15,2,266,text
,0,0,0,0,0,0,0,0,3,2,text
group,20,0,11,4,15,6,21,1,12,168,code
group,0,0,0,0,0,0,0,0,3,2,code
,0,0,0,0,0,1,8,5,1,34,text
