,0,0,0,0,0,0,0,0,3,5,text
,2,0,0,0,0,0,0,0,2,3,text
,4,0,1,3,0,1,19,7,3,96,text
,0,0,0,0,0,0,0,0,2,1,text
,0,0,0,0,0,0,0,0,3,2,text
,0,0,0,0,0,0,4,2,1,18,text
,0,0,2,0,0,0,3,1,1,33,text
,1,0,0,0,0,0,5,2,1,36,text
,0,0,0,0,0,0,0,0,3,2,text
,0,0,0,0,0,1,1,0,1,7,text
,0,0,0,0,0,0,0,0,3,2,text
,0,0,0,0,0,0,2,2,1,8,text
,0,0,2,0,0,0,2,0,1,14,text
,1,0,0,1,0,1,5,1,1,26,text
,0,0,0,0,0,0,0,0,3,2,text
group,0,0,16,1,13,12,27,2,8,246,text
group,0,0,0,0,0,0,0,0,3,2,text
group,0,0,0,0,0,0,1,0,1,8,text
group,0,0,0,0,2,0,3,1,1,13,text
,1,0,1,0,0,0,22,12,1,140,text
group,0,0,1,0,2,0,3,1,1,14,text
,1,0,1,0,0,0,4,2,1,19,text
