group,0,0,0,0,0,0,0,0,3,5,text
,0,0,0,0,0,0,8,6,1,39,text
,0,0,1,0,0,0,1,0,1,11,text
,1,0,0,0,0,0,1,1,1,5,text
,0,0,1,0,0,0,1,0,1,10,text
,0,0,0,0,0,0,0,0,1,1,text
,0,0,0,0,0,0,0,0,3,2,text
,0,0,1,0,0,0,10,4,1,68,text
,0,0,0,0,0,0,1,0,1,7,text
,1,0,0,0,0,0,1,1,1,5,text
,0,0,0,0,0,0,1,0,1,6,text
,1,0,0,0,0,0,1,0,1,8,text
,0,0,0,0,0,0,0,0,3,2,text
,0,0,0,2,0,0,16,9,1,77,text
group,0,0,0,0,0,0,2,0,1,16,text
,1,0,0,0,0,0,3,1,1,19,text
,0,0,0,0,0,0,0,0,3,2,text
,0,0,0,0,0,0,7,5,1,31,text
,0,0,1,0,0,0,1,0,1,11,text
,1,0,0,0,0,1,3,2,1,16,text
,0,0,0,0,0,0,0,0,3,2,text
group,32,0,11,6,20,5,32,3,16,346,code
group,0,0,0,0,0,0,0,0,3,2,code
,0,0,0,2,0,0,34,18,1,168,text
,0,0,0,0,0,0,0,0,3,2,text
,0,0,0,0,0,0,0,0,3,2,text
,0,0,1,0,0,0,4,2,1,20,text
group,0,0,0,0,0,0,2,0,1,12,text
,1,0,0,0,0,0,1,1,1,4,text
,0,0,0,0,0,0,1,1,1,4,text
,1,0,0,1,0,0,13,7,1,82,text
group,0,0,1,0,0,0,2,0,1,16,text
,1,0,0,0,0,0,1,1,1,4,text
,0,0,0,0,0,0,1,1,1,4,text
