,0,0,0,0,0,0,0,0,3,5,text
,0,0,2,1,0,1,23,12,1,124,text
,0,0,0,0,0,0,0,0,3,2,text
group,0,0,7,0,4,0,7,0,3,101,code
group,0,0,0,0,0,0,0,0,3,2,code
,0,0,0,2,0,0,14,8,1,76,text
,0,0,0,0,0,0,0,0,3,2,text
group,0,0,3,0,0,4,5,0,2,37,text
group,0,0,0,0,0,0,0,0,3,2,text
,0,0,0,2,0,0,8,4,1,47,text
,0,0,0,0,0,0,0,0,3,2,text
group,0,0,4,0,0,5,6,0,2,46,text
group,0,0,0,0,0,0,0,0,3,2,text
,0,0,4,0,0,1,41,21,1,258,text
,0,0,0,0,0,0,0,0,3,2,text
group,0,0,4,0,2,1,4,0,2,59,text
group,0,0,0,0,0,0,0,0,3,2,text
,0,0,1,1,0,0,14,8,1,70,text
group,0,0,1,0,0,3,3,0,1,14,text
,1,0,0,1,0,1,10,2,1,73,text
