,0,0,0,0,0,0,0,0,3,5,text
group,0,0,0,0,2,0,2,0,1,11,code
group,1,0,0,0,0,0,1,1,1,4,text
group,0,0,0,0,2,0,1,0,1,8,text
,0,0,1,0,0,0,2,1,1,11,text
,0,0,1,0,2,0,1,0,1,8,text
,1,0,0,0,0,0,1,1,1,4,text
,0,0,1,0,2,0,1,0,1,21,text
,0,0,0,0,0,0,0,0,3,2,text
,0,0,4,0,2,3,10,1,1,60,text
,0,0,0,0,0,0,0,0,3,2,text
,0,0,0,2,2,0,13,4,1,90,text
,0,0,0,0,0,0,0,0,3,2,text
group,35,1,10,11,23,10,46,7,13,364,code
group,0,0,0,0,0,0,0,0,3,5,code
,0,0,2,0,0,0,7,2,1,47,text
,0,0,0,0,0,0,0,0,3,2,text
,0,0,2,0,0,0,18,7,1,98,text
,0,0,0,0,0,0,0,0,3,2,text
,0,0,3,0,0,3,6,0,1,37,text
,0,0,0,0,0,0,0,0,3,2,text
,0,0,1,2,0,0,39,23,1,184,text
,0,0,0,0,0,0,0,0,3,2,text
,0,0,3,1,1,0,43,15,1,258,text
