,0,0,0,0,0,0,0,0,3,5,text
group,40,0,2,1,7,3,17,4,6,154,code
group,0,0,0,0,0,0,0,0,3,5,code
,0,0,0,0,2,1,26,14,1,142,text
,0,0,0,0,0,0,0,0,3,2,text
,0,0,0,2,0,0,6,2,1,26,text
,0,0,0,0,0,0,1,0,1,6,text
,1,0,0,0,0,0,1,1,1,4,text
,0,0,0,0,0,0,3,1,1,15,text
,0,0,0,0,0,0,5,1,1,26,text
,0,0,0,0,0,0,1,0,1,5,text
,0,0,0,0,0,0,0,0,1,1,text
,0,0,0,0,0,0,0,0,3,2,text
group,0,0,0,0,12,9,13,3,4,85,text
group,0,0,0,0,0,0,0,0,3,2,text
group,0,0,0,0,0,0,1,1,1,6,text
group,0,0,0,0,2,0,2,0,1,4,text
,1,0,0,0,0,0,2,1,1,14,text
,0,0,0,0,0,0,1,0,1,6,text
,1,0,0,0,0,0,7,6,1,41,text
,0,0,0,0,0,1,1,0,1,4,text
,0,0,0,0,0,0,13,8,1,79,text
,0,0,0,0,0,0,0,0,3,2,text
group,0,0,0,0,4,3,4,0,2,24,code
group,0,0,0,0,0,0,0,0,3,5,code
,0,0,0,1,0,0,22,11,1,134,text
