,0,0,0,0,0,0,0,0,3,5,text
,0,0,0,1,0,1,8,4,1,40,text
,0,0,0,0,0,0,0,0,3,2,text
,0,0,1,0,0,0,1,0,1,4,text
,0,0,1,0,0,0,1,0,1,9,text
,0,0,0,0,0,0,0,0,3,2,text
,0,0,0,1,0,0,11,5,1,56,text
,0,0,0,0,0,0,0,0,3,2,text
,0,0,1,0,0,0,1,0,1,4,text
,0,0,1,0,0,0,1,0,1,13,text
,0,0,0,0,0,0,0,0,3,2,text
,0,0,0,0,0,0,10,6,1,50,text
,0,0,0,0,0,0,0,0,3,2,text
,0,0,0,0,0,1,3,1,1,26,text
,0,0,0,0,0,0,0,0,3,2,text
,0,0,3,0,0,0,3,0,1,7,text
,0,0,0,0,0,0,0,0,3,2,text
group,4,0,86,6,19,2,101,0,16,420,code
group,0,0,0,0,0,0,0,0,3,2,code
,0,0,0,0,0,0,4,3,1,25,text
,0,0,1,0,0,0,1,0,1,7,text
,1,0,0,0,0,0,7,3,1,32,text
,0,0,1,0,0,0,1,0,1,7,text
,1,0,0,0,0,1,4,0,1,18,text
,0,0,0,0,0,0,0,0,3,2,text
,0,0,1,0,0,0,1,0,1,4,text
,0,0,1,0,0,0,1,0,1,9,text
,1,0,1,0,0,0,4,2,2,24,text
,0,0,0,0,0,0,1,0,1,6,text
,1,0,0,0,0,0,1,0,1,7,text
,0,0,1,0,0,0,1,0,1,13,text
,1,0,0,1,0,0,11,6,1,58,text
,0,0,1,0,0,0,1,0,1,9,text
,0,0,0,0,0,0,0,0,1,1,text
,0,0,0,0,0,0,0,0,3,2,text
,0,0,0,3,2,1,25,9,1,147,text
