,0,0,0,0,0,0,0,0,3,5,text
,0,0,1,0,2,0,16,10,1,79,text
group,0,0,1,0,0,1,2,0,1,13,text
,1,0,0,1,0,0,7,4,1,39,text
,0,0,1,0,0,0,1,0,1,16,text
,1,0,0,0,0,0,1,0,1,10,text
,1,0,0,2,1,1,7,4,1,37,text
,0,0,0,0,0,0,0,0,3,2,text
group,0,0,5,0,2,6,9,0,1,95,text
group,0,0,0,0,0,0,0,0,3,2,text
,0,0,2,0,0,1,4,2,1,25,text
,0,0,0,0,0,0,0,0,3,2,text
group,56,0,6,3,14,2,9,0,10,210,code
group,0,0,0,0,0,0,0,0,3,2,code
,0,0,1,0,0,1,4,3,1,23,text
,0,0,0,0,0,0,0,0,3,2,text
group,116,2,4,4,14,2,18,1,14,300,code
group,0,0,0,0,0,0,0,0,3,2,code
,0,0,0,1,0,0,3,1,1,15,text
group,0,0,1,0,0,1,2,0,1,26,code
,1,0,0,2,0,0,7,2,1,43,text
