,0,0,0,0,0,0,0,0,3,5,text
,2,0,0,0,0,0,0,0,2,3,text
,4,0,1,1,1,1,29,10,3,217,text
,0,0,9,0,0,4,11,0,1,52,text
,0,0,0,0,1,0,0,0,1,1,text
,0,0,0,0,0,0,0,0,2,1,text
,0,0,0,0,0,0,0,0,3,2,text
,0,0,1,0,0,1,28,15,1,150,text
,0,0,1,0,0,0,1,0,1,2,text
,1,0,0,0,0,0,1,1,1,4,text
,0,0,1,0,0,0,1,0,1,2,text
,1,0,0,0,0,0,7,3,1,37,text
,0,0,0,0,0,0,1,0,1,4,text
,1,0,0,0,0,0,1,1,1,6,text
,0,0,0,0,0,0,0,0,3,2,text
,0,0,0,0,0,1,6,2,1,42,text
,0,0,0,0,0,0,0,0,3,2,text
group,320,0,4,0,0,57,57,7,34,758,text
group,0,0,0,0,0,0,0,0,3,2,text
,0,0,0,1,2,1,15,8,1,83,text
,0,0,0,0,0,0,0,0,3,2,text
group,184,0,20,6,0,70,103,14,26,910,text
group,0,0,0,0,0,0,0,0,3,2,text
,0,0,0,0,0,0,1,0,1,6,text
,0,0,0,0,0,0,1,1,1,3,text
,1,0,0,0,2,1,13,5,1,91,text
,0,0,0,0,0,0,0,0,3,2,text
group,0,0,3,0,0,0,3,0,5,28,text
