group,0,0,0,0,0,0,0,0,3,5,text
,0,0,0,2,0,1,10,3,1,58,text
,0,0,0,0,0,0,0,0,3,2,text
group,0,0,3,2,1,2,4,0,2,35,code
group,0,0,0,0,0,0,0,0,3,2,code
,0,0,0,0,0,0,8,5,1,38,text
group,0,0,1,2,0,1,2,0,1,11,text
,0,0,0,0,0,0,4,2,1,18,text
group,0,0,1,1,4,0,2,0,1,19,text
group,1,0,0,0,0,0,1,1,1,4,text
group,0,0,2,2,2,1,3,0,1,22,text
,1,0,0,0,1,0,5,3,1,26,text
group,0,0,1,2,0,0,2,0,1,10,text
group,0,0,0,0,1,0,0,0,1,2,text
group,0,0,0,0,0,0,0,0,3,2,text
,0,0,0,0,0,0,3,2,1,14,text
group,0,0,1,2,0,1,2,0,1,11,text
,0,0,0,0,0,0,2,1,1,5,text
,0,0,1,0,0,0,1,0,1,8,text
,1,0,0,0,0,0,4,2,1,25,text
group,0,0,1,0,2,0,1,0,1,8,text
group,0,0,0,0,0,1,0,0,1,1,text
group,0,0,0,0,0,0,0,0,3,2,text
group,0,1,8,5,10,5,13,1,3,120,code
group,0,0,0,0,0,0,0,0,3,2,code
,0,0,0,2,0,1,14,7,1,75,text
