,0,0,0,0,0,0,0,0,3,5,text
,0,0,0,0,0,1,9,6,1,45,text
,0,0,0,0,0,0,0,0,3,2,text
,0,0,0,0,0,0,4,3,1,20,text
group,0,0,0,0,0,0,2,0,1,13,text
,1,0,0,0,0,0,7,5,1,46,text
group,0,0,0,0,0,0,2,0,1,13,text
,1,0,0,0,0,0,9,5,1,45,text
,0,0,0,0,0,0,1,0,1,5,text
,1,0,0,0,0,0,2,1,1,13,text
group,0,0,0,0,0,0,2,0,1,13,text
,1,0,0,0,0,0,2,2,1,7,text
,0,0,0,0,0,0,2,0,1,16,text
,0,0,0,0,0,1,0,0,1,1,text
,0,0,0,0,0,0,0,0,3,2,text
group,0,0,1,0,2,0,6,1,2,43,text
group,0,0,0,0,0,0,0,0,3,2,text
,0,0,0,0,0,0,22,12,1,114,text
,0,0,1,0,0,0,1,0,1,12,text
,1,0,0,0,0,0,12,7,1,72,text
,0,0,0,0,0,0,0,0,3,2,text
,0,0,0,0,0,1,28,18,1,148,text
,0,0,0,0,0,0,0,0,3,2,text
group,32,0,5,0,10,0,51,18,10,341,text
