,0,0,0,0,0,0,0,0,3,5,text
,0,0,3,2,4,0,36,21,1,181,text
,0,0,0,0,0,0,0,0,3,2,text
,2,0,0,0,0,0,0,0,2,3,text
,4,0,0,0,0,1,16,9,3,100,text
,0,0,0,0,0,0,0,0,2,1,text
,0,0,0,0,0,0,0,0,3,2,text
,0,0,1,4,0,0,13,7,1,61,text
,0,0,0,0,0,1,0,0,1,1,text
,0,0,0,0,0,0,0,0,3,2,text
group,24,0,28,1,6,46,54,0,15,415,text
group,0,0,0,0,0,0,0,0,3,2,text
,0,0,1,1,0,0,10,4,1,67,text
,0,0,0,0,0,1,0,0,1,1,text
,0,0,0,0,0,0,0,0,3,2,text
group,48,0,12,3,0,27,30,0,12,223,text
group,0,0,0,0,0,0,0,0,3,2,text
,0,0,0,0,0,0,6,2,1,38,text
,0,0,0,0,0,1,0,0,1,1,text
,0,0,0,0,0,0,0,0,3,2,text
group,24,0,12,2,0,20,22,0,9,158,text
group,0,0,0,0,0,0,0,0,3,2,text
,0,0,1,0,0,0,13,6,1,77,text
,0,0,6,0,0,0,42,22,1,250,text
,0,0,0,0,0,0,0,0,3,2,text
,0,0,1,2,0,0,16,9,1,98,text
,0,0,0,0,0,1,0,0,1,1,text
,0,0,0,0,0,0,0,0,3,2,text
,2,0,0,0,0,0,0,0,3,4,text
,0,0,0,0,0,0,0,0,3,2,text
,18,0,0,0,0,0,0,0,5,22,text
,0,0,0,0,0,0,0,0,3,2,text
,0,0,0,0,0,0,0,0,2,1,text
,0,0,0,0,0,0,0,0,3,2,text
,0,0,1,1,0,0,10,4,1,65,text
,1,0,1,1,2,1,8,3,1,51,text
,0,0,0,0,0,0,0,0,3,2,text
group,48,0,6,3,0,24,24,0,12,186,text
group,0,0,0,0,0,0,0,0,3,2,text
,0,0,0,0,0,0,6,2,1,38,text
,0,0,0,0,0,1,0,0,1,1,text
,0,0,0,0,0,0,0,0,3,2,text
group,24,0,6,2,0,17,16,0,9,121,text
group,0,0,0,0,0,0,0,0,3,2,text
,0,0,0,0,0,0,6,2,1,41,text
,1,0,0,0,0,0,7,4,1,34,text
,0,0,0,1,0,0,11,4,1,75,text
group,0,0,0,1,2,1,3,0,1,19,text
,0,0,1,1,4,0,34,21,1,184,text
