,0,0.0,3,1,0,0,10,2,1,54,text
,1,0.0,0,0,0,0,10,7,1,48,text
,0,0.0,0,0,0,0,3,2,1,17,text
,0,0.0,0,0,0,0,9,4,1,54,text
,0,0.0,3,0,0,0,8,4,1,43,text
,0,0.0,0,0,0,0,1,0,1,8,text
,0,0.0,2,0,0,1,5,1,1,37,text
,0,0.0,0,0,0,2,2,1,1,12,text
,0,0.0,0,1,0,1,9,3,1,53,text
,0,0.0,1,0,0,1,5,2,1,25,text
,0,0.0,0,0,0,1,1,1,1,11,text
,0,0.0,0,0,0,2,6,4,1,29,text
,0,0.0,0,0,0,1,3,0,1,24,text
,0,0.0,2,0,0,1,9,3,1,53,text
,0,0.0,3,0,0,2,3,0,1,40,text
,0,0.0,3,0,0,1,11,5,1,52,text
,0,0.0,0,0,0,2,4,3,1,25,text
,0,0.0,0,2,0,1,9,4,1,51,text
,0,0.0,0,0,0,1,6,5,1,27,text
,0,0.0,0,0,2,1,5,2,1,30,text
,0,0.0,0,0,0,1,9,5,1,52,text
,0,0.0,0,0,2,4,5,2,1,25,text
,0,0.0,1,0,0,1,5,2,1,42,text
,0,0.0,0,0,0,2,3,2,1,19,text
,0,0.0,1,0,0,1,10,6,1,51,text
,0,0.0,0,0,0,1,3,1,1,19,text
,0,0.0,2,0,0,1,5,1,1,27,text
,0,0.0,0,0,0,3,2,0,1,26,text
,0,0.0,1,1,2,2,6,0,1,43,text
,0,0.0,0,0,2,1,2,1,1,26,text
,0,0.0,1,0,2,4,6,0,1,53,text
,0,0.0,0,0,0,2,3,0,1,20,text
,0,0.0,1,0,0,1,1,0,1,12,text
,0,0.0,1,0,2,4,6,0,1,53,text
,0,0.0,0,0,0,2,2,0,1,23,text
,0,0.0,1,0,0,1,3,0,1,40,text
,0,0.0,1,0,0,1,3,0,1,39,text
,0,0.0,0,0,0,2,5,1,1,29,text
,0,0.0,2,0,1,1,7,1,1,46,code
,0,0.0,0,0,1,1,2,0,1,16,code
,0,0.0,1,0,2,2,7,1,1,43,code
,0,0.0,1,0,0,2,4,0,1,49,text
,0,0.0,0,0,0,1,3,1,1,18,text
,0,0.0,2,0,1,1,7,1,1,46,code
,0,0.0,0,0,1,1,2,0,1,16,code
,0,0.0,1,0,2,2,7,1,1,43,code
,0,0.0,1,1,0,1,9,4,1,52,text
,0,0.0,0,0,0,1,1,0,1,9,text
,0,0.0,0,0,0,1,2,0,1,11,text
,0,0.0,1,0,0,2,3,0,1,25,text
,0,0.0,2,0,0,2,4,1,1,26,text
,0,0.0,0,0,0,1,8,4,1,51,text
,0,0.0,0,0,0,1,5,4,1,25,text
,0,0.0,0,0,0,3,8,4,1,48,text
,0,0.0,0,0,0,1,1,0,1,12,text
,0,0.0,5,0,0,3,8,0,1,54,text
,0,0.0,6,0,0,4,9,0,1,60,text
,0,0.0,1,0,0,0,1,0,1,50,text
,0,0.0,0,1,0,0,3,1,1,14,text
,0,0.0,2,1,0,2,7,1,1,41,text
,2,0.0,2,0,0,0,4,0,1,22,text
