,0,0.0,0,0,0,0,1,0,1,8,text
,0,0.0,0,2,0,2,14,6,1,74,text
,0,0.0,3,0,0,0,12,6,1,73,text
,0,0.0,1,0,0,0,13,7,1,75,text
,0,0.0,4,0,0,0,8,1,1,43,text
,0,0.0,1,0,0,0,12,6,1,74,text
,0,0.0,0,0,0,0,6,4,1,33,text
,0,0.0,1,0,0,0,12,6,1,73,text
,0,0.0,0,0,2,1,8,2,1,63,text
,2,0.0,1,0,0,0,9,5,1,65,text
,2,0.0,2,0,0,0,4,2,1,38,text
,0,0.0,0,1,0,0,11,5,1,75,text
,0,0.0,1,0,0,0,9,4,1,65,text
,0,0.0,0,0,0,0,9,5,1,61,text
,0,0.0,0,1,0,0,10,2,1,71,text
,0,0.0,4,0,0,0,11,6,1,73,text
,0,0.0,1,0,0,0,4,2,1,27,text
,0,0.0,2,1,0,0,11,3,1,76,text
,0,0.0,0,0,0,0,9,2,1,71,text
,0,0.0,2,0,0,0,11,5,1,70,text
,0,0.0,1,0,0,0,14,6,1,76,text
,0,0.0,0,0,0,1,13,6,1,72,text
,0,0.0,2,1,0,0,10,4,1,63,text
,0,0.0,2,1,0,0,11,6,1,71,text
,0,0.0,0,0,0,0,5,2,1,32,text
,0,0.0,0,0,0,0,12,8,1,74,text
,0,0.0,2,0,0,0,10,4,1,74,text
,0,0.0,0,0,0,1,12,7,1,70,text
,0,0.0,0,0,0,0,5,2,1,34,text
,0,0.0,0,0,0,0,1,0,1,6,text
,0,0.0,0,0,0,0,2,0,1,10,text
,0,0.0,4,0,2,5,8,1,1,65,text
,0,0.0,1,0,0,1,4,2,1,37,text
,0,0.0,0,0,0,1,0,0,1,37,text
,0,0.0,1,0,0,2,2,0,1,18,text
,0,0.0,5,0,0,5,8,0,1,76,text
,0,0.0,1,0,0,2,2,0,1,31,text
,0,0.0,0,1,0,2,4,0,1,35,text
,0,0.0,1,0,0,2,3,0,1,35,text
,0,0.0,1,0,0,2,3,0,1,39,text
,0,0.0,3,1,0,1,8,3,1,67,text
,0,0.0,2,0,0,1,11,6,1,77,text
,0,0.0,1,1,0,1,12,5,1,75,text
,0,0.0,0,0,1,1,10,3,1,78,text
,0,0.0,0,0,1,1,13,7,1,78,text
,0,0.0,0,0,0,1,12,6,1,76,text
,0,0.0,1,1,0,1,9,4,1,78,text
,0,0.0,0,0,0,1,6,2,1,41,text
,0,0.0,0,0,0,1,12,7,1,70,text
,0,0.0,1,1,0,1,11,3,1,75,text
,0,0.0,1,1,2,1,12,6,1,78,text
,0,0.0,1,0,0,1,12,6,1,75,text
,0,0.0,2,0,0,1,10,4,1,72,text
,0,0.0,1,1,0,1,11,6,1,73,text
,0,0.0,0,0,0,1,13,7,1,78,text
,0,0.0,1,0,0,1,10,4,1,78,text
,0,0.0,0,2,0,1,15,8,1,76,text
,0,0.0,1,0,0,1,10,4,1,65,text
,0,0.0,1,0,0,1,12,6,1,71,text
,0,0.0,1,1,0,1,8,2,1,53,text
,0,0.0,0,2,1,1,13,7,1,68,text
,0,0.0,0,2,1,1,10,4,1,63,text
,0,0.0,0,0,0,1,0,0,1,4,text
,0,0.0,1,1,0,1,7,2,1,50,text
,0,0.0,0,0,0,1,0,0,1,3,text
,0,0.0,1,1,0,1,14,7,1,67,text
